CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
11S00309,Parking Without Authorization,Armouries Lot,15-01-24,Toyota
11S00310,Parking Without Authorization,Armouries Lot,15-01-24,Mercendes-Benz
11S00311,Parking in Improper Location,Totem Park Residence,15-01-25,Toyota
11S00312,Parking in Improper Location,Totem Park Residence,15-01-25,Land Rover
11S00313,Parking Without Authorization,Ritsumeikan Lot,15-01-25,Nissan
11S00314,Parking Without Authorization,Ritsumeikan Lot,15-01-25,Mercendes-Benz
11S00315,Parking in Improper Location,Marine Drive Residences,15-01-25,Toyota
11S00316,Parking Without Authorization,Marine Drive Residences,15-01-25,Toyota
11S00317,Parking Without Authorization,Marine Drive Lot,15-01-25,BMW
11S00318,Parking Without Authorization,Sauder Lane,15-01-25,Land Rover
11S00319,Parking Without Authorization,Fraser River Parkade,15-01-25,Ford
11S00320,Parking Without Authorization,Fraser River Parkade,15-01-25,Toyota
11S00321,Parking Without Authorization,Fraser River Parkade,15-01-25,Honda
11S00322,Parking Without Authorization,Fraser River Parkade,15-01-25,BMW
11S00323,Parking Without Authorization,Fraser River Parkade,15-01-25,Toyota
11S00324,Parking Without Authorization,Old Fire Hall Meters,15-01-25,Acura
11S00325,Parking in Improper Location,B.C.Binning,15-01-25,Mazda
11S00326,Expired Time,David Lam Building,15-01-25,General Motors
11S00327,Parking Without Authorization,Armouries Lot,15-01-25,Toyota
11S00328,Parking Without Authorization,Music Underground,15-01-25,Audi
11S00329,Parking Without Authorization,Agronomy Road,15-01-25,Mini
11S00330,Parking Without Authorization,C2 LOT,15-01-25,Chevrolet
11S00331,Expired Time,C2 LOT,15-01-25,Toyota
11S00332,Parking Without Authorization,C2 LOT,15-01-25,Honda
11S00333,Parking Without Authorization,GSAB Lot,15-01-25,Nissan
11S00334,Parking Without Authorization,GSAB Lot,15-01-25,Toyota
11S00335,Parking Without Authorization,GSAB Lot,15-01-25,Mazda
11S00336,Parking Without Authorization,GSAB Lot,15-01-25,Lexus
11S00337,Parking Without Authorization,GSAB Lot,15-01-25,Ford
11S00338,Expired Time,Winter Sports Lot,15-01-25,Toyota
11S00339,Parking Without Authorization,Winter Sports Lot,15-01-25,Honda
11S00340,Parking Without Authorization,Winter Sports Lot,15-01-25,Chevrolet
11S00341,Expired Time,Doug Mitchell Arena,15-01-25,General Motors
11S00342,Parking Without Authorization,Fairview Avenue,15-01-25,BMW
11S00343,Parking in Improper Location,Forest Science Centre,15-01-25,Chevrolet
11S00344,Parking Without Authorization,Wright Field Lot,15-01-25,BMW
11S00345,Parking Without Authorization,Wright Field Lot,15-01-25,Honda
11S00346,Parking Without Authorization,Wright Field Lot,15-01-25,Toyota
11S00347,Parking Without Authorization,Stadium Lot,15-01-25,Nissan
11S00348,Parking Without Authorization,East Mall Road,15-01-25,Honda
11S00349,Parking Without Authorization,B4 LOT,15-01-25,Ford
11S00350,Parking Without Authorization,Marine Drive Lot,15-01-25,Mercendes-Benz
11S00351,Parking in Improper Location,Ponderosa Complex,15-01-25,Hyundai
11S00352,Parking Without Authorization,Sauder Lane,15-01-25,Hummer
11S00353,Parking Without Authorization,Purdy Pavillion,15-01-26,BMW
11S00354,Expired Time,Wesbrook Mall,15-01-26,Toyota
11S00355,Parking Without Authorization,Strangway Parking Lot,15-01-26,Mercendes-Benz
11S00356,Expired Time,Acute Care Unit Lot,15-01-27,Pontiac
11S00357,Parking Without Authorization,Strangway Parking Lot,15-01-27,Acura
11S00358,Expired Time,Strangway Parking Lot,15-01-27,Honda
11S00359,Expired Time,Strangway Parking Lot,15-01-27,Volkswagen
11S00360,Parking Without Authorization,University Boulevard,15-01-27,Volkswagen
11S00361,Parking Without Authorization,GSAB Lot,15-01-27,Ford
11S00362,Parking Without Authorization,GSAB Lot,15-01-27,Toyota
11S00363,Expired Time,Agronomy Road,15-01-27,BMW
11S00364,Parking Without Authorization,Armouries Lot,15-01-27,Saturn
11S00365,Expired Time,GSAB Lot,15-01-27,Saturn
11S00366,Parking Without Authorization,GSAB Lot,15-01-27,Honda
11S00367,Parking Without Authorization,GSAB Lot,15-01-27,Chevrolet
11S00368,Parking Without Authorization,GSAB Lot,15-01-27,Ford
11S00369,Parking Without Authorization,GSAB Lot,15-01-27,Toyota
11S00370,Parking Without Authorization,GSAB Lot,15-01-27,Ford
11S00371,Parking Without Authorization,GSAB Lot,15-01-27,Land Rover
11S00372,Parking Without Authorization,Ritsumeikan Lot,15-01-31,Lexus
11S00373,Parking Without Authorization,Ritsumeikan Lot,15-01-31,Honda
11S00374,Parking Without Authorization,Ritsumeikan Lot,15-01-31,Ford
11S00375,Parking Without Authorization,Marine Drive Lot,15-01-31,Ford
11S00376,Parking Without Authorization,Marine Drive Lot,15-01-31,Mercendes-Benz
11S00377,Parking Without Authorization,Sauder Lane,15-01-31,Mercendes-Benz
11S00378,Parking Without Authorization,Sauder Lane,15-01-31,Acura
11S00379,Parking Without Authorization,Memorial Lot,15-01-31,Volkswagen
11S00380,Parking Without Authorization,Buchanan Meters,15-01-31,Volkswagen
11S00381,Parking Without Authorization,Law Lot,15-01-31,Honda
11S00382,Parking Without Authorization,MOA Lot,15-01-31,Honda
11S00383,Expired Time,GSAB Lot,15-01-31,Toyota
11S00384,Expired Time,GSAB Lot,15-01-31,Mazda
11S00385,Expired Time,GSAB Lot,15-01-31,BMW
11S00386,Expired Time,Acute Care Unit Lot,15-01-31,Land Rover
11S00387,Parking Without Authorization,GSAB Lot,15-01-31,Nissan
11S00388,Parking Without Authorization,GSAB Lot,15-01-31,Toyota
11S00389,Parking Without Authorization,GSAB Lot,15-01-31,Dodge
11S00390,Parking Without Authorization,GSAB Lot,15-01-31,Honda
11S00391,Parking Without Authorization,GSAB Lot,15-01-31,Ford
11S00392,Expired Time,Memorial Gym,15-01-31,Honda
11S00393,Parking Without Authorization,Thunderbird Boulevard,15-01-31,General Motors
11S00394,Nuisance,Thunderbird Boulevard,15-01-31,General Motors
11S00395,Expired Time,Acute Care Unit Lot,15-01-31,Kia
11S00396,Parking Without Authorization,Acute Care Unit Lot,15-01-31,Honda
11S00397,Parking Without Authorization,Acute Care Unit Lot,15-01-31,Saab
11S00398,Parking Without Authorization,Acute Care Unit Lot,15-01-31,General Motors
11S00399,Parking Without Authorization,Wesbrook Mall,15-01-31,Toyota
11S00400,Parking Without Authorization,Wesbrook Mall,15-01-31,Honda
11S00401,Parking Without Authorization,Wesbrook Mall,15-01-31,Honda
11S00402,Parking Without Authorization,Wesbrook Mall,15-01-31,Toyota
11S00403,Parking in Improper Location,IRC,15-01-31,Hyundai
11S00404,Parking Without Authorization,B4 LOT,15-02-01,Acura
11S00405,Parking Without Authorization,B4 LOT,15-02-01,Ford
11S00406,Parking Without Authorization,B4 LOT,15-02-01,Hyundai
11S00407,Parking Without Authorization,Sauder Lane,15-02-01,Ford
11S00408,Parking Without Authorization,Fraser River Parkade,15-02-01,Land Rover
11S00409,Parking Without Authorization,Fraser River Parkade,15-02-01,BMW
11S00410,Parking Without Authorization,Armouries Lot,15-02-01,Jeep
11S00411,Parking Without Authorization,MOA Lot,15-02-01,Nissan
11S00412,Parking Without Authorization,MOA Lot,15-02-01,Dodge
11S00413,Parking Without Authorization,Marine Drive Lot,15-02-01,Volkswagen
11S00414,Parking Without Authorization,Marine Drive Lot,15-02-01,Chevrolet
11S00415,Parking in Improper Location,Marine Drive Residences,15-02-01,Honda
11S00416,Parking Without Authorization,East Mall Road,15-02-01,Nissan
11S00417,Parking Without Authorization,East Mall Road,15-02-01,Chevrolet
11S00418,Parking Without Authorization,C2 LOT,15-02-01,Honda
11S00419,Parking Without Authorization,Applied Sciences Lane,15-02-01,Volkswagen
11S00420,Parking in Improper Location,Civil & Mechanical Engine,15-02-01,Honda
11S00421,Parking Without Authorization,Hospital Lane,15-02-01,Audi
11S00422,Parking Without Authorization,Wesbrook Mall,15-02-01,Geo
11S00423,Parking Without Authorization,Wesbrook Mall,15-02-01,Nissan
11S00424,Expired Time,Wesbrook Mall,15-02-01,Lexus
11S00425,Parking Without Authorization,Wesbrook Mall,15-02-01,Toyota
11S00426,Parking Without Authorization,Wesbrook Mall,15-02-01,Ford
11S00427,Parking Without Authorization,Wesbrook Mall,15-02-01,Nissan
11S00428,Expired Time,Winter Sports Lot,15-02-01,Mazda
11S00429,Expired Time,Winter Sports Lot,15-02-01,General Motors
11S00430,Parking Without Authorization,Marine Drive Lot,15-02-01,Nissan
11S00431,Expired Time,Henry Angus,15-02-01,BMW
11S00432,Parking Without Authorization,Henry Angus,15-02-01,Lexus
11S00433,Parking Without Authorization,Law Lot,15-02-01,Honda
11S00434,Expired Time,Acute Care Unit Lot,15-02-01,Mazda
11S00435,Parking Without Authorization,B4 LOT,15-02-01,Honda
11S00436,Parking Without Authorization,B4 LOT,15-02-01,General Motors
11S00437,Parking Without Authorization,Sauder Lane,15-02-02,Audi
11S00438,Parking Without Authorization,Sauder Lane,15-02-02,Nissan
11S00439,Parking Without Authorization,Sauder Lane,15-02-02,Bentley
11S00440,Parking Without Authorization,Wright Field Lot,15-02-03,Volkswagen
11S00441,Parking Without Authorization,Wesbrook Mall South,15-02-03,Chevrolet
11S00442,Parking Without Authorization,CCM,15-02-03,Toyota
11S00443,Parking Without Authorization,B4 LOT,15-02-03,Dodge
11S00444,Expired Time,B4 LOT,15-02-03,Jeep
11S00445,Parking Without Authorization,B4 LOT,15-02-03,Ford
11S00446,Parking Without Authorization,B4 LOT,15-02-03,BMW
11S00447,Parking Without Authorization,B4 LOT,15-02-03,Lexus
11S00448,Parking Without Authorization,C2 LOT,15-02-03,Toyota
11S00449,Vehicle in Service Zone,Bio Sciences Road,15-02-05,General Motors
11S00450,Parking Without Authorization,Fraser River Parkade,15-02-05,Nissan
11S00451,Expired Time,Fraser River Parkade,15-02-05,Toyota
11S00452,Parking Without Authorization,Fraser River Parkade,15-02-05,BMW
11S00453,Parking Without Authorization,Fraser River Parkade,15-02-05,Toyota
11S00454,Parking Without Authorization,Wright Field Lot,15-02-05,Volkswagen
11S00455,Parking Without Authorization,Wright Field Lot,15-02-05,Land Rover
11S00456,Parking Without Authorization,Wright Field Lot,15-02-05,Honda
11S00457,Parking Without Authorization,Wright Field Lot,15-02-05,Acura
11S00458,Parking Without Authorization,C2 LOT,15-02-05,Porsche
11S00459,Expired Time,Buchanan Meters,15-02-10,Audi
11S00460,Parking Without Authorization,University Boulevard,15-02-10,Honda
11S00461,Expired Time,Armouries Lot,15-02-10,Audi
11S00462,Parking Without Authorization,Buchanan Meters,15-02-10,Mini
11S00463,Parking Without Authorization,University Boulevard,15-02-10,Ford
11S00464,Expired Time,University Boulevard,15-02-10,Mazda
11S00465,Expired Time,GSAB Lot,15-02-10,BMW
11S00466,Expired Time,GSAB Lot,15-02-10,Mazda
11S00467,Parking Without Authorization,GSAB Lot,15-02-10,Chevrolet
11S00468,Parking Without Authorization,Student Union Mall,15-02-10,Honda
11S00469,Parking Without Authorization,GSAB Lot,15-02-11,Mazda
11S00470,Expired Time,Walter Gage Road,15-02-11,Audi
11S00471,Parking Without Authorization,University Centre Lot,15-02-11,Toyota
11S00472,Expired Time,Old Fire Hall Meters,15-02-11,Volkswagen
11S00473,Improper Parking,Powerhouse Road,15-02-11,Honda
11S00474,Parking Without Authorization,Law Lot,15-02-11,Ford
11S00475,Expired Time,Student Union Mall,15-02-11,Acura
11S00476,Parking Without Authorization,GSAB Lot,15-02-11,Toyota
11S00477,Expired Time,Law Lot,15-02-11,Acura
11S00478,Expired Time,GSAB Lot,15-02-11,Saab
11S00479,Expired Time,Stadium Lot,15-02-12,Nissan
11S00480,Parking Without Authorization,Stadium Lot,15-02-12,Dodge
11S00481,Parking Without Authorization,Stadium Lot,15-02-12,Toyota
11S00482,Parking Without Authorization,B4 LOT,15-02-12,Lexus
11S00483,Expired Time,B4 LOT,15-02-12,Mazda
11S00484,Expired Time,Winter Sports Lot,15-02-12,Volkswagen
11S00485,Parking Without Authorization,Winter Sports Lot,15-02-12,Honda
11S00486,Parking Without Authorization,Winter Sports Lot,15-02-12,Acura
11S00487,Parking Without Authorization,East Mall Road,15-02-12,Mazda
11S00488,Parking Without Authorization,C2 LOT,15-02-12,Toyota
11S00489,Parking Without Authorization,C2 LOT,15-02-12,Mazda
11S00490,Parking Without Authorization,B4 LOT,15-02-12,Pontiac
11S00491,Parking Without Authorization,B4 LOT,15-02-12,Toyota
11S00492,Expired Time,Winter Sports Lot,15-02-12,BMW
11S00493,Parking Without Authorization,Winter Sports Lot,15-02-12,Volkswagen
11S00494,Parking Without Authorization,Winter Sports Lot,15-02-12,Mini
11S00495,Parking Without Authorization,Winter Sports Lot,15-02-12,Lexus
11S00496,Parking Without Authorization,Winter Sports Lot,15-02-12,General Motors
11S00497,Parking Without Authorization,Wright Field Lot,15-02-12,Ford
11S00498,Parking Without Authorization,Wright Field Lot,15-02-12,Ford
11S00499,Parking Without Authorization,Wright Field Lot,15-02-12,Land Rover
11S00500,Parking in Improper Location,Wright Field Lot,15-02-12,Ford
11S00501,Parking Without Authorization,Winter Sports Lot,15-02-12,Honda
11S00502,Parking Without Authorization,Winter Sports Lot,15-02-12,Ford
11S00503,Parking Without Authorization,Winter Sports Lot,15-02-12,Dodge
11S00504,Parking Without Authorization,Winter Sports Lot,15-02-12,Dodge
11S00505,Parking Without Authorization,Winter Sports Lot,15-02-12,Acura
11S00506,Parking Without Authorization,Winter Sports Lot,15-02-12,BMW
11S00507,Parking Without Authorization,Winter Sports Lot,15-02-12,Toyota
11S00508,Expired Time,Fraser River Parkade,15-02-14,Honda
11S00509,Parking Without Authorization,Marine Drive Lot,15-02-14,Ford
11S00510,Disobeyed Permit Conditions,Thunderbird Parkade,15-02-14,Toyota
11S00511,Parking Without Authorization,East Mall Road,15-02-14,Volkswagen
11S00512,Parking Without Authorization,East Mall Road,15-02-14,Honda
11S00513,Expired Time,East Mall Road,15-02-14,Chevrolet
11S00514,Parking Without Authorization,East Mall Road,15-02-14,General Motors
11S00515,Parking Without Authorization,East Mall Road,15-02-14,Dodge
11S00516,Parking Without Authorization,East Mall Road,15-02-14,Subaru
11S00517,Improper Parking,Purdy Pavillion,15-02-14,Toyota
11S00518,Parking Without Authorization,Purdy Pavillion,15-02-14,Nissan
11S00519,Parking Without Authorization,Purdy Pavillion,15-02-14,Honda
11S00520,Expired Time,Purdy Pavillion,15-02-14,Mercendes-Benz
11S00521,Expired Time,Law Lot,15-02-15,BMW
11S00522,Expired Time,Acute Care Unit Lot,15-02-15,Ford
11S00523,Expired Time,Purdy Pavillion,15-02-15,Kia
11S00524,Expired Time,Purdy Pavillion,15-02-15,Mazda
11S00525,Parking Without Authorization,Acute Care Unit Lot,15-02-16,General Motors
11S00526,Parking Without Authorization,Wesbrook Mall,15-02-16,Bentley
11S00527,Expired Time,Strangway Parking Lot,15-02-16,Mazda
11S00528,Expired Time,Strangway Parking Lot,15-02-16,Toyota
11S00529,Expired Time,Strangway Parking Lot,15-02-16,Subaru
11S00530,Improper Parking,Strangway Parking Lot,15-02-16,Volkswagen
11S00531,Parking Without Authorization,Acute Care Unit Lot,15-02-16,Subaru
11S00532,Parking Without Authorization,Acute Care Unit Lot,15-02-16,BMW
11S00533,Expired Time,Acute Care Unit Lot,15-02-16,Mercendes-Benz
11S00534,Parking Without Authorization,University Boulevard,15-02-16,Jeep
11S00535,Parking Without Authorization,Wesbrook Mall,15-02-17,Toyota
11S00536,Improper Parking,Strangway Parking Lot,15-02-17,Chevrolet
11S00537,Expired Time,Acute Care Unit Lot,15-02-17,Toyota
11S00538,Expired Time,Acute Care Unit Lot,15-02-17,Hyundai
11S00539,Expired Time,Acute Care Unit Lot,15-02-17,Chevrolet
11S00540,Parking Without Authorization,Strangway Parking Lot,15-02-17,Honda
11S00541,Parking Without Authorization,Wesbrook Mall,15-02-17,Toyota
11S00542,Parking Without Authorization,Acute Care Unit Lot,15-02-17,Subaru
11S00543,Expired Time,Acute Care Unit Lot,15-02-17,Audi
11S00544,Parking Without Authorization,Acute Care Unit Lot,15-02-17,Honda
11S00545,Expired Time,Acute Care Unit Lot,15-02-17,Honda
11S00546,Expired Time,Strangway Parking Lot,15-02-17,Ford
11S00547,Expired Time,Purdy Pavillion,15-02-17,Toyota
11S00548,Expired Time,Acute Care Unit Lot,15-02-17,Honda
11S00549,Expired Time,Acute Care Unit Lot,15-02-17,Ford
11S00550,Expired Time,Acute Care Unit Lot,15-02-17,Mercendes-Benz
11S00551,Expired Time,Acute Care Unit Lot,15-02-17,Volkswagen
11S00552,Parking Without Authorization,Strangway Parking Lot,15-02-17,Hyundai
11S00553,Parking Without Authorization,Strangway Parking Lot,15-02-17,Yamaha
11S00554,Parking Without Authorization,University Boulevard,15-02-17,Kia
11S00555,Parking Without Authorization,Wesbrook Mall,15-02-18,Ford
11S00556,Parking Without Authorization,Wesbrook Mall,15-02-18,Toyota
11S00557,Parking Without Authorization,Stadium Lot,15-02-18,Mercendes-Benz
11S00558,Parking Without Authorization,Wright Field Lot,15-02-18,Ford
11S00559,Parking Without Authorization,Wright Field Lot,15-02-18,Toyota
11S00560,Parking Without Authorization,Wright Field Lot,15-02-18,Subaru
11S00561,Parking Without Authorization,Sports Medicine Lot,15-02-18,Cadillac
11S00562,Expired Time,Wesbrook Mall,15-02-18,Audi
11S00563,Parking Without Authorization,Winter Sports Lot,15-02-18,Nissan
11S00564,Parking Without Authorization,Winter Sports Lot,15-02-18,Audi
11S00565,Parking Without Authorization,Wright Field Lot,15-02-18,BMW
11S00566,Parking Without Authorization,Wright Field Lot,15-02-18,Mazda
11S00567,Parking Without Authorization,Wright Field Lot,15-02-18,Jeep
11S00568,Parking Without Authorization,Wright Field Lot,15-02-18,Toyota
11S00569,Expired Time,Wright Field Lot,15-02-20,Acura
11S00570,Expired Time,Winter Sports Lot,15-02-20,Ford
11S00571,Parking Without Authorization,B4 LOT,15-02-20,Volkswagen
11S00572,Parking Without Authorization,Winter Sports Lot,15-02-20,Audi
11S00573,Expired Time,Winter Sports Lot,15-02-20,Kia
11S00574,Parking Without Authorization,Wright Field Lot,15-02-20,Jeep
11S00575,Parking Without Authorization,Wright Field Lot,15-02-20,Toyota
11S00576,Parking Without Authorization,Wesbrook Mall,15-02-20,Honda
11S00577,Expired Time,Strangway Parking Lot,15-02-20,Honda
11S00578,Parking Without Authorization,Acute Care Unit Lot,15-02-23,Honda
11S00579,Expired Time,Acute Care Unit Lot,15-02-23,Volkswagen
11S00580,Expired Time,Acute Care Unit Lot,15-02-23,BMW
11S00581,Expired Time,Law Lot,15-02-23,Ford
11S00582,Expired Time,GSAB Lot,15-02-23,Volkswagen
11S00583,Parking Without Authorization,Law Lot,15-02-23,Jeep
11S00584,Parking Without Authorization,Cecil Green Road,15-02-23,Toyota
11S00585,Expired Time,Walter Gage Road,15-02-23,Subaru
11S00586,Parking Without Authorization,Student Union Mall,15-02-23,Toyota
11S00587,Expired Time,Thunderbird Crescent,15-02-24,Nissan
11S00588,Unauthorized Disabled Parking,University Boulevard,15-02-24,Honda
11S00589,Expired Time,GSAB Lot,15-02-24,Land Rover
11S00590,Expired Time,Acute Care Unit Lot,15-02-24,Toyota
11S00591,Expired Time,Acute Care Unit Lot,15-02-24,Saturn
